date,ced_code_2018,ced_name_2018,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Family Tax Benefit PART A Children,Health Care Card,Low Income Card,Newstart Allowance/Jobseeker Payment,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2019-03,702,Solomon,Northern Territory,115,307,5138,109,1599,58,652,616,2733,7,5749,4960,11338,6209,481,3392,284,1288,0,11087,19,23,16,10,0,452,248,4360
2019-03,801,Bean,Australian Capital Territory,21,56,10403,117,2342,60,620,2438,2970,5,5396,4502,10470,4533,825,1933,197,1006,5,16601,39,15,28,10,9,230,473,2895
2019-03,802,Canberra,Australian Capital Territory,56,32,7014,238,1267,25,348,2436,2757,0,2656,2237,4747,5556,1543,1659,112,418,0,11731,16,29,13,6,0,196,2095,3997
2019-03,803,Fenner,Australian Capital Territory,31,47,7462,144,2295,69,633,1477,2602,5,6589,5433,12725,5697,1108,1954,282,995,0,13055,26,39,23,5,0,254,813,3484
2019-06,101,Banks,New South Wales,12,22,16300,134,4140,75,1958,3017,3686,0,7605,5789,14217,6539,995,2823,380,781,7,25348,23,138,106,21,13,166,1280,5830
2019-06,102,Barton,New South Wales,25,39,17251,199,4608,72,2023,2531,3672,5,7916,6113,14323,7120,1140,2860,423,730,10,26042,20,114,115,38,23,167,1414,6936
2019-06,103,Bennelong,New South Wales,53,13,12854,206,2504,52,951,4016,2842,0,6282,4657,10714,6248,1190,1975,217,416,0,19091,11,148,92,9,5,105,1576,6837
2019-06,104,Berowra,New South Wales,10,9,11090,102,1872,53,465,4708,1818,0,3938,2787,7569,3760,671,1070,92,277,0,15099,13,44,49,6,5,76,757,2970
2019-06,105,Blaxland,New South Wales,15,23,15948,279,7719,184,5372,1334,5956,5,16251,13229,34912,15068,1795,6150,2045,1741,16,33694,35,261,121,99,31,351,2819,11717
2019-06,106,Bradfield,New South Wales,7,20,8623,124,1453,44,322,5675,1332,5,3747,2808,6392,3773,608,912,88,208,5,11737,0,78,49,0,0,40,850,3092
2019-06,107,Calare,New South Wales,119,325,20400,143,4679,140,2255,2843,7226,5,10183,8186,20907,9418,995,4968,447,2331,5,35848,48,8,38,28,38,800,809,10413
2019-06,108,Chifley,New South Wales,48,325,15084,181,6612,253,3959,694,6454,12,15981,13062,33653,12682,1265,6335,888,2993,6,33034,42,99,87,59,37,749,1515,10192
2019-06,109,Cook,New South Wales,13,25,14226,105,2494,62,736,4537,2247,0,4420,3486,7963,3512,520,1476,93,542,5,19519,26,15,31,10,5,102,540,3707
2019-06,110,Cowper,New South Wales,153,511,28823,242,6838,93,3430,3484,9400,11,12360,9826,24107,11587,1358,7259,730,2479,11,50387,54,23,56,44,64,1129,860,17240
2019-06,111,Cunningham,New South Wales,107,93,18502,370,4519,81,1871,3165,6159,13,6921,5777,13204,9444,1553,4173,352,1288,11,31204,27,9,52,32,24,532,2562,8950
2019-06,112,Dobell,New South Wales,75,172,22030,166,5425,116,2378,2332,6688,7,10955,8949,21198,9358,1040,5257,364,2265,8,37475,56,15,49,30,37,820,752,12278
2019-06,113,Eden-Monaro,New South Wales,49,161,17744,117,3285,61,1343,2924,5180,5,7585,5883,15042,6042,840,3406,329,1340,8,28320,35,5,34,21,19,359,283,6922
2019-06,114,Farrer,New South Wales,79,283,22534,122,5089,115,2228,3215,6404,11,11201,8614,23050,9780,1244,5415,418,2313,11,37626,42,21,40,32,38,726,681,11199
2019-06,115,Fowler,New South Wales,21,45,17745,198,9825,166,7312,926,6510,0,14953,12150,29024,14220,1818,8557,1438,1973,14,39623,26,287,175,46,25,473,2766,14985
2019-06,116,Gilmore,New South Wales,58,299,28071,153,5760,101,2828,4185,7322,8,9748,7594,19025,8377,1092,5172,473,1922,9,44582,48,5,64,32,56,699,399,12201
2019-06,117,Grayndler,New South Wales,54,59,10428,349,2129,28,815,1982,3168,0,3205,2606,5191,4872,838,2475,79,427,5,16637,17,27,37,25,0,131,1190,5724
2019-06,118,Greenway,New South Wales,24,85,12198,139,3710,130,1639,1463,3436,5,9990,7739,19234,7820,973,3148,437,1165,0,20995,16,121,78,18,12,297,1094,6747
2019-06,119,Hughes,New South Wales,15,24,12765,94,2773,112,851,3208,2120,0,4961,3855,9611,4074,575,1350,140,604,0,18034,13,16,46,6,0,129,589,2956
2019-06,120,Hume,New South Wales,30,103,15825,94,4278,168,1564,2448,3880,5,8380,6604,17430,6511,774,2832,293,1563,5,25408,28,7,32,28,24,308,575,6039
2019-06,121,Hunter,New South Wales,87,273,20950,157,5527,131,2660,2472,7370,0,10293,8568,20528,9054,1064,5084,409,2522,16,37415,43,10,45,42,49,813,638,11257
2019-06,122,Kingsford Smith,New South Wales,108,76,13768,205,2932,55,1171,2979,3855,0,4860,3933,8222,5563,841,2319,136,647,5,21275,16,34,58,13,0,156,1379,5190
2019-06,123,Lindsay,New South Wales,62,175,14723,181,5064,220,2242,1410,5408,8,12064,10032,24003,9453,1052,4424,445,2586,5,28365,45,34,35,33,17,617,885,10263
2019-06,124,Lyne,New South Wales,87,329,30312,123,6446,100,3240,3893,8020,5,9758,7673,19495,9095,1191,6018,498,1977,15,48578,38,0,49,51,69,874,432,12997
2019-06,125,Macarthur,New South Wales,66,215,14256,192,6760,189,3408,1171,5734,7,14535,11943,29848,11430,1118,4806,797,2622,5,29662,40,44,84,31,29,632,1215,9330
2019-06,126,Mackellar,New South Wales,10,9,12948,91,1738,61,410,5108,1793,0,4053,3103,7280,3067,388,1166,64,385,5,17026,16,10,23,5,0,57,457,3074
2019-06,127,Macquarie,New South Wales,41,90,15487,181,3254,106,1185,2879,3900,0,7024,5586,13671,6090,848,2808,239,1232,5,24269,34,8,43,11,20,313,623,6917
2019-06,128,McMahon,New South Wales,29,36,17227,187,9261,184,6790,1384,5633,6,14221,11487,29672,13011,1409,7080,1631,1693,12,36210,24,291,116,61,32,521,2033,13767
2019-06,129,Mitchell,New South Wales,10,13,11733,147,2395,53,692,4000,1868,0,5726,4211,10974,4778,799,1274,154,439,5,16272,7,84,69,5,8,77,925,3497
2019-06,130,New England,New South Wales,184,623,21099,129,4574,127,2380,2868,7105,5,11068,8774,22718,11647,1228,6135,528,2510,17,37100,36,10,31,50,43,1033,1279,13291
2019-06,131,Newcastle,New South Wales,163,155,16041,395,3761,84,1559,2428,7395,5,7064,5855,12766,10444,1684,4806,293,1284,5,29808,25,12,36,20,22,700,2901,10896
2019-06,132,North Sydney,New South Wales,8,34,7916,113,1141,17,301,4085,1649,0,2732,2138,4351,2950,496,1039,54,207,0,11109,7,33,36,5,0,36,662,4177
2019-06,133,Page,New South Wales,107,327,25577,276,5978,139,3156,3101,9674,12,12535,9730,24807,11157,1426,7429,632,2315,9,47003,55,12,62,50,72,1124,610,14319
2019-06,134,Parkes,New South Wales,233,1180,18764,50,4700,102,2489,2058,7363,10,11354,9471,23555,11468,705,6860,433,3354,6,35782,33,10,37,43,42,1181,257,10494
2019-06,135,Parramatta,New South Wales,24,42,13201,249,4357,95,2520,1946,5080,5,11590,9103,21468,10240,1428,4391,775,1070,10,25190,13,313,119,66,23,264,1772,9468
2019-06,136,Paterson,New South Wales,75,229,22092,146,6210,139,2908,2376,7586,5,11265,9335,22313,9845,1136,5374,469,2540,11,39216,43,10,51,38,59,941,590,12550
2019-06,137,Reid,New South Wales,16,18,12217,217,2608,44,930,3107,2249,5,5715,4322,9506,5553,915,2023,231,420,5,17523,9,85,76,22,6,101,1242,5071
2019-06,138,Richmond,New South Wales,84,178,24697,448,4689,58,2166,3449,7375,0,10749,8461,19500,9726,1374,6156,478,1697,15,41003,52,15,61,27,35,632,705,14804
2019-06,139,Riverina,New South Wales,105,304,20259,118,4728,109,2160,3086,6564,6,10424,8161,21983,10014,1116,5034,449,2194,7,34733,35,5,31,33,28,750,1110,9607
2019-06,140,Robertson,New South Wales,72,73,21179,164,3882,84,1522,3188,5109,5,7606,6117,14250,6808,852,3753,248,1350,5,32274,28,9,46,13,21,456,711,9921
2019-06,141,Shortland,New South Wales,50,164,22834,142,5008,91,2122,2792,5998,10,8118,6663,15277,7378,979,3972,277,1638,9,35924,43,0,41,36,37,643,674,9816
2019-06,142,Sydney,New South Wales,138,91,8264,447,1581,12,893,1407,5253,0,2862,2475,4540,6108,1006,3580,97,469,5,17201,17,92,64,12,0,169,1626,5835
2019-06,143,Warringah,New South Wales,5,9,7886,106,1095,32,254,4047,1399,0,2621,2083,4412,2470,390,960,37,240,0,10826,8,11,15,0,0,63,470,2640
2019-06,144,Watson,New South Wales,20,28,17253,310,6516,133,3873,1702,5032,5,13390,10649,27645,12723,1577,4817,1525,1180,17,31122,17,301,147,90,33,262,2423,10854
2019-06,145,Wentworth,New South Wales,16,20,6556,137,1015,21,288,2847,1401,5,1943,1602,3289,2569,366,1029,38,183,0,9239,14,6,13,0,0,33,575,2966
2019-06,146,Werriwa,New South Wales,36,105,13912,167,8680,213,5787,885,6129,9,15334,12292,32862,12620,1482,5854,1291,2159,13,32371,30,143,98,56,27,427,2229,9661
2019-06,147,Whitlam,New South Wales,54,174,22101,116,5677,97,2529,2842,6448,7,9501,7653,18695,7843,1029,4246,375,1863,10,36642,37,6,53,32,23,702,709,8746
2019-06,201,Aston,Victoria,10,7,16666,180,3669,89,1166,2493,3933,8,8116,6209,14670,8582,2438,2954,240,958,9,25492,22,34,57,15,10,262,1263,5358
2019-06,202,Ballarat,Victoria,31,40,19076,299,4887,113,2225,2332,6985,8,10245,8163,19870,11510,3012,5039,407,1934,8,34076,43,10,50,26,28,726,1636,10491
2019-06,203,Bendigo,Victoria,44,46,19566,258,4631,96,2038,2655,6678,5,10093,7935,19668,10685,2648,4891,417,1832,8,34400,32,5,48,26,39,655,1602,9729
2019-06,204,Bruce,Victoria,6,16,19994,261,6193,116,3316,1291,7623,22,14573,11581,27775,15197,3349,6749,1093,1724,26,37621,50,312,108,40,25,542,2460,11550
2019-06,205,Calwell,Victoria,23,26,13908,283,9835,228,6630,857,6883,7,17785,14333,37253,18402,3048,7978,2004,1935,9,33895,51,141,90,48,35,723,2545,10765
2019-06,206,Casey,Victoria,13,23,15958,201,3589,97,1063,2423,4303,5,8423,6446,16300,8087,2300,3119,256,1090,6,25331,35,7,54,8,17,306,834,5192
2019-06,207,Chisholm,Victoria,14,6,16261,289,3095,50,875,4961,3403,5,6016,4465,10213,9085,2836,2231,192,440,7,23550,11,78,89,8,0,186,2206,5608
2019-06,208,Cooper,Victoria,49,29,15572,783,4509,77,1651,1823,5362,0,6176,4922,10658,10347,2828,4133,279,759,5,26160,32,57,38,48,14,273,2415,8041
2019-06,209,Corangamite,Victoria,11,22,18183,227,3548,114,1280,3594,3420,7,7564,5729,14963,8433,2471,2784,205,1016,6,26661,29,6,40,6,13,260,1553,6471
2019-06,210,Corio,Victoria,29,33,18093,276,4947,133,2198,2305,6911,7,9268,7652,17370,10870,2586,5367,424,1783,11,33063,40,47,57,16,23,687,1509,10465
2019-06,211,Deakin,Victoria,10,10,16141,229,3159,80,919,3678,4083,5,7348,5702,13334,8230,2293,2906,360,778,0,24742,19,37,40,7,7,246,1156,6020
2019-06,212,Dunkley,Victoria,23,15,16216,233,4078,110,1587,2189,5472,7,9562,7798,17753,9133,2124,4293,305,1688,5,28560,53,16,36,13,9,435,1046,9138
2019-06,213,Flinders,Victoria,10,16,22664,135,3746,86,1338,4231,4464,5,7703,6114,14356,7189,1982,3366,188,1318,5,33057,42,6,30,11,17,259,571,7614
2019-06,214,Fraser,Victoria,15,11,18677,348,7240,123,3463,1267,5616,12,12820,10411,24238,15668,3722,7630,907,1823,18,34522,40,175,116,74,46,460,2446,9411
2019-06,215,Gellibrand,Victoria,17,11,13025,360,4189,72,1606,1694,3758,0,8282,6692,15692,9960,2399,3995,392,1029,6,22241,28,49,62,27,15,310,1450,6911
2019-06,216,Gippsland,Victoria,42,91,22941,154,5362,124,2592,2852,7671,8,10084,8102,20049,11684,2910,6363,494,2074,8,40008,42,29,59,31,42,794,608,9969
2019-06,217,Goldstein,Victoria,7,6,11012,189,2166,27,533,4469,2428,0,3216,2519,5399,4677,1335,1458,75,318,0,15810,10,19,31,5,5,94,959,3385
2019-06,218,Gorton,Victoria,21,19,12433,255,6765,188,3148,805,5038,25,16140,12970,33172,14779,2675,5803,960,2482,10,26855,29,76,80,58,47,618,1750,9484
2019-06,219,Higgins,Victoria,17,13,9459,279,1977,24,513,3559,2511,0,2758,2204,4469,5301,1487,1660,74,292,0,14187,17,31,30,9,5,103,1450,4211
2019-06,220,Holt,Victoria,6,9,11274,201,4886,100,2290,828,4455,15,16663,12918,34052,13497,2672,4496,1018,1959,6,23324,48,79,68,12,11,559,1805,8368
2019-06,221,Hotham,Victoria,40,8,19161,251,4308,64,1579,3244,3600,0,7252,5468,12811,9736,2865,2821,262,587,10,27521,19,106,80,38,14,172,2507,6225
2019-06,222,Indi,Victoria,24,33,21289,128,4438,93,1907,3187,5744,15,9506,7190,18861,8483,1873,4342,353,1545,10,34219,41,7,60,26,35,468,552,7591
2019-06,223,Isaacs,Victoria,10,6,15799,181,3345,85,1162,2767,3702,5,6660,5157,12094,7356,1929,2737,251,725,5,23813,22,72,33,15,12,210,1120,6136
2019-06,224,Jagajaga,Victoria,25,12,13683,244,3378,67,1007,3489,3583,5,5515,4397,10197,7659,2328,2519,189,637,5,21185,24,29,39,15,5,189,1511,4823
2019-06,225,Kooyong,Victoria,15,5,8250,300,1692,40,334,4888,1844,0,2803,2091,4692,5842,1807,1151,58,195,5,11924,6,25,28,0,0,70,1826,3778
2019-06,226,La Trobe,Victoria,15,16,12853,171,4130,122,1476,1509,3398,10,12504,9741,24954,10199,2206,3307,529,1818,5,22360,25,38,58,11,6,422,1209,7433
2019-06,227,Lalor,Victoria,18,34,10602,261,5054,137,2185,1029,3851,20,18026,14570,36588,15309,2637,5188,1174,2106,7,22184,37,82,63,22,23,558,1671,10383
2019-06,228,Macnamara,Victoria,33,11,8506,396,1796,19,584,2840,3919,0,3383,2876,6113,5995,1425,2859,146,410,5,15386,30,30,39,7,5,130,1310,6144
2019-06,229,Mallee,Victoria,45,177,23891,121,5639,96,2797,2962,8409,11,10972,8399,22381,11306,2305,5954,569,2007,13,41439,32,35,65,33,47,761,528,9411
2019-06,230,Maribyrnong,Victoria,22,13,14649,418,4069,56,1357,2577,3477,5,5568,4430,9714,8989,2401,3525,261,744,6,22743,25,70,58,25,5,231,1833,5654
2019-06,231,McEwen,Victoria,21,14,12464,182,4202,129,1426,1837,3164,5,9701,7600,19282,8432,2087,2828,306,1512,0,20920,37,15,36,10,13,299,850,5619
2019-06,232,Melbourne,Victoria,121,17,7259,800,1771,32,840,1674,4143,7,3935,3485,7125,10379,2601,4136,301,773,0,15601,15,63,57,9,6,229,3335,6339
2019-06,233,Menzies,Victoria,0,9,14767,182,3186,55,825,5380,2118,0,5207,3811,9215,6755,2147,1723,153,370,5,20124,14,63,42,10,6,83,1216,3458
2019-06,234,Monash,Victoria,20,22,22647,165,4611,109,1979,3603,6058,0,9854,7550,19913,9588,2618,4926,381,1695,11,36604,52,11,53,30,32,456,574,8689
2019-06,235,Nicholls,Victoria,41,90,22019,105,5572,88,2548,2790,7045,10,11188,8675,22926,10888,2227,5692,564,2101,6,38260,48,63,33,36,47,680,743,10284
2019-06,236,Scullin,Victoria,21,28,16190,261,7069,112,3243,1138,5461,5,12176,9593,23217,12036,2586,4752,832,1326,14,29665,36,154,60,62,40,425,1919,7888
2019-06,237,Wannon,Victoria,24,67,21229,129,4646,112,2049,3195,6837,14,9782,7233,19939,9938,2887,5204,420,1582,5,36118,42,6,58,34,43,612,616,7785
2019-06,238,Wills,Victoria,36,14,15221,687,4969,73,1993,1528,4494,0,6715,5414,12563,10628,2724,3730,481,710,7,24898,31,60,41,54,26,270,2326,7646
2019-06,301,Blair,Queensland,93,322,16081,227,5911,122,2805,1446,8092,15,15638,13125,32696,13297,1495,6781,833,3446,7,35198,70,15,48,30,51,1289,909,16018
2019-06,302,Bonner,Queensland,67,80,14094,188,2902,48,1006,2832,3248,0,7224,5716,13147,7120,1210,3011,236,987,5,21892,22,26,30,19,13,383,1147,6786
2019-06,303,Bowman,Queensland,40,80,18952,151,4123,73,1542,2769,4269,5,8205,6520,16029,7228,1103,3679,238,1353,5,29226,37,8,52,20,36,431,644,8008
2019-06,304,Brisbane,Queensland,115,52,7304,507,1267,20,361,2200,3959,5,3541,3023,5585,7802,1405,3522,100,502,0,14372,38,17,27,5,5,357,2234,9292
2019-06,305,Capricornia,Queensland,84,303,14758,123,3685,89,1573,2008,4736,6,8464,7085,17210,8598,972,5111,364,2044,8,26422,38,9,36,19,29,824,381,8917
2019-06,306,Dawson,Queensland,50,321,14648,100,3614,59,1599,2457,4317,5,8636,7207,17189,8479,897,5121,375,2019,0,26112,50,9,57,27,30,668,512,9188
2019-06,307,Dickson,Queensland,37,86,12796,192,3648,71,1256,2270,3249,9,8354,6612,16325,7444,1088,3295,315,1315,6,21412,21,11,49,11,16,563,744,6664
2019-06,308,Fadden,Queensland,79,83,19286,347,4750,87,2001,2567,4617,5,12890,10480,24302,11741,1459,5173,556,2167,5,31681,56,40,62,24,8,675,1566,15788
2019-06,309,Fairfax,Queensland,48,73,19935,365,3909,68,1564,3415,4816,6,9974,7783,18454,9040,1436,4630,384,1436,7,31573,44,10,59,14,23,636,931,11056
2019-06,310,Fisher,Queensland,52,71,21756,334,4424,82,1719,3667,4707,9,9614,7426,18189,9245,1481,4390,364,1479,8,33347,45,10,72,21,28,655,1241,10995
2019-06,311,Flynn,Queensland,77,368,14603,116,4509,88,2281,1860,5544,6,10102,8404,21244,10517,1075,6570,593,2566,5,29145,43,15,36,37,52,980,258,9392
2019-06,312,Forde,Queensland,61,121,16634,251,5472,119,2501,1224,5812,5,15294,12475,31184,12652,1382,5731,720,2985,5,31871,54,44,44,22,32,1027,1059,16028
2019-06,313,Griffith,Queensland,87,49,8501,499,1662,37,546,2031,3435,5,4657,3869,7687,8000,1492,3296,157,704,5,15412,23,33,22,6,8,385,2197,7466
2019-06,314,Groom,Queensland,64,288,17111,216,3877,102,1621,2811,5631,8,10509,8436,22098,9869,1419,4642,611,2063,5,29865,33,16,40,33,39,907,805,11584
2019-06,315,Herbert,Queensland,226,732,13206,264,4244,105,2031,1604,5242,6,11872,10170,23971,13163,1497,6799,579,3100,5,27525,38,13,49,16,23,1148,1516,12610
2019-06,316,Hinkler,Queensland,56,237,29221,209,7844,95,4084,2652,8201,7,11158,9033,22189,11568,1755,7237,654,2323,21,49046,49,13,64,64,67,1206,504,15521
2019-06,317,Kennedy,Queensland,188,1238,18670,97,4301,82,2227,2724,5796,12,12551,10279,26576,13133,909,8191,805,3039,5,34102,41,14,32,33,45,1105,249,10387
2019-06,318,Leichhardt,Queensland,400,1651,14494,236,3380,60,1733,1807,5406,5,13387,11167,25914,15883,1062,9160,940,3104,5,28623,40,9,35,19,8,1156,664,12156
2019-06,319,Lilley,Queensland,54,102,14601,265,2745,59,1007,2623,4219,5,7157,5803,12672,7466,1191,3723,298,1164,5,23895,24,31,55,9,7,453,1097,8063
2019-06,320,Longman,Queensland,63,176,22210,243,6654,133,3109,2121,6980,9,13565,11091,27567,12289,1630,6454,689,2888,19,40002,52,12,48,28,57,1147,834,16116
2019-06,321,Maranoa,Queensland,69,434,19966,79,5075,87,2606,2732,7271,0,11049,8572,23557,9782,1105,5396,592,2312,7,36131,47,6,69,48,57,895,246,10093
2019-06,322,McPherson,Queensland,62,65,17954,409,3538,80,1387,2601,3717,7,9157,7153,16385,8435,1242,3815,278,1231,0,27410,38,15,47,17,15,412,1308,9555
2019-06,323,Moncrieff,Queensland,72,60,19409,420,3698,63,1635,2934,4786,7,9031,7333,15326,10090,1336,5638,362,1397,7,31231,52,29,50,18,17,557,1543,13668
2019-06,324,Moreton,Queensland,78,59,11559,373,2558,53,1042,2807,3783,5,8155,6463,15272,10194,1781,4073,487,978,5,20179,22,96,50,11,9,528,2338,8566
2019-06,325,Oxley,Queensland,75,166,12335,237,4233,122,2074,1403,5074,21,14406,11759,29663,12974,1568,5955,905,2379,0,25924,42,93,51,21,22,920,1583,11056
2019-06,326,Petrie,Queensland,46,147,19877,213,4884,92,2047,2413,5932,6,12587,10239,24352,10351,1341,5373,494,2255,5,34236,44,19,55,20,28,902,797,14148
2019-06,327,Rankin,Queensland,74,236,13947,245,4793,129,2502,1115,6141,19,17460,14217,36582,15765,1727,7219,1163,3037,9,30053,47,174,59,33,45,1231,1526,14141
2019-06,328,Ryan,Queensland,51,35,8795,358,1869,50,434,3810,1987,0,4411,3535,8082,7275,1420,1965,142,437,5,13467,13,19,25,5,0,267,2513,5420
2019-06,329,Wide Bay,Queensland,45,221,23971,193,6307,58,3410,3120,8717,5,10438,8264,20437,10207,1508,6641,590,1891,16,43044,37,15,76,51,59,967,427,11940
2019-06,330,Wright,Queensland,55,145,16291,179,5107,117,2289,1942,5164,14,11646,9054,24401,9916,1217,4689,549,2034,9,29339,50,26,39,29,53,672,940,9524
2019-06,401,Adelaide,South Australia,102,73,16594,554,4128,62,1798,2280,7029,6,8626,6861,15380,12187,2203,6030,491,1102,6,30685,42,153,54,27,16,486,3063,11629
2019-06,402,Barker,South Australia,52,113,23849,99,4890,98,2278,3090,7046,10,11434,8694,22959,10137,1494,6453,608,1884,9,39874,50,15,47,38,50,735,589,9589
2019-06,403,Boothby,South Australia,76,40,21237,423,3308,76,1164,4038,5337,8,6610,5275,11461,9081,1872,4129,285,890,7,32127,31,46,35,23,17,419,2193,9325
2019-06,404,Grey,South Australia,128,316,24760,95,5995,125,2980,2459,8560,6,11300,9046,22793,12826,1501,9034,747,2340,15,44239,59,11,50,38,64,1090,537,9002
2019-06,405,Hindmarsh,South Australia,69,89,22252,313,5070,92,2149,2640,6381,7,8369,6667,14894,9563,1650,5519,362,1279,8,36319,53,49,33,46,33,521,1649,9053
2019-06,406,Kingston,South Australia,51,58,21198,325,5163,148,2277,1532,6269,0,11665,9170,21699,11358,1930,6193,512,1977,14,36200,47,15,48,27,37,804,1407,8964
2019-06,407,Makin,South Australia,44,62,21867,288,5106,155,2155,1639,5459,12,11584,8951,22021,11052,1855,5294,657,1590,12,35185,55,49,44,27,36,611,1710,7315
2019-06,408,Mayo,South Australia,20,36,23829,252,4096,82,1605,3791,4762,6,9128,6862,17776,8275,1489,4326,405,1223,7,35178,42,0,55,25,39,458,924,8322
2019-06,409,Spence,South Australia,84,122,18975,328,8176,273,4368,713,10277,41,18422,15339,36922,18407,2399,11040,1517,3855,12,45210,57,86,70,57,72,1460,2008,16250
2019-06,410,Sturt,South Australia,43,31,20943,372,3608,69,1146,4272,4659,5,7631,5793,13389,8206,1573,3499,270,772,6,30644,28,48,38,22,25,265,1718,8329
2019-06,501,Brand,Western Australia,48,117,15002,200,3737,132,1571,1237,4048,8,12193,10474,24348,11919,1553,6606,514,2755,5,26904,42,14,38,31,30,962,754,10405
2019-06,502,Burt,Western Australia,64,202,14524,246,3550,107,1553,1254,3807,8,13249,11104,26563,14028,1877,6996,789,2331,5,25789,47,65,48,30,29,1020,1288,9551
2019-06,503,Canning,Western Australia,38,117,20965,137,3766,90,1539,2853,3979,9,8935,7574,17809,9591,1428,5616,418,2075,6,31820,39,13,48,23,36,747,608,9735
2019-06,504,Cowan,Western Australia,39,115,13517,187,3008,103,1253,1243,3192,10,9903,7925,19805,11023,1787,5338,617,1522,7,22252,29,41,47,31,33,684,1264,6504
2019-06,505,Curtin,Western Australia,114,37,9265,287,1228,27,332,4379,2188,5,2928,2442,4910,5324,1048,1927,83,408,5,13510,13,17,16,0,5,177,1409,4007
2019-06,506,Durack,Western Australia,222,1312,11314,67,2752,63,1494,1381,5153,10,10961,9621,22418,14062,676,8932,949,3192,0,24482,31,5,15,20,21,1208,217,5743
2019-06,507,Forrest,Western Australia,26,131,17606,148,3006,69,1282,3190,3771,5,9508,7794,18374,9137,1458,5287,436,1811,6,27907,30,22,37,22,13,711,353,8513
2019-06,508,Fremantle,Western Australia,56,112,13795,334,2616,89,950,2086,3536,7,6861,5828,12496,8994,1535,4834,232,1272,5,22188,33,9,29,25,31,553,1089,6409
2019-06,509,Hasluck,Western Australia,57,161,15124,194,2643,70,1049,2190,3180,9,8138,6850,16002,9548,1327,5065,393,1469,5,23427,39,26,36,23,25,598,797,6788
2019-06,510,Moore,Western Australia,19,27,12509,209,2025,52,536,2890,1780,5,4842,3864,9114,6052,1200,2571,122,721,5,17196,25,5,18,9,12,282,881,3715
2019-06,511,O'Connor,Western Australia,69,398,16514,96,3148,66,1472,2956,5009,5,9353,7658,19168,9371,1057,5989,513,1901,14,28263,40,14,44,31,49,629,244,6870
2019-06,512,Pearce,Western Australia,48,220,14383,241,3655,131,1521,1941,3664,14,13899,11596,27721,12361,1544,5964,577,2773,0,25654,53,39,44,14,22,918,952,8615
2019-06,513,Perth,Western Australia,59,61,13494,355,1884,28,733,2165,3349,5,5140,4291,8995,8870,1583,4802,248,830,0,20611,31,54,40,27,9,435,1301,7431
2019-06,514,Stirling,Western Australia,35,79,15494,259,2656,63,1071,3079,3581,9,7682,6457,13949,10105,1562,5205,578,1305,8,24115,22,72,41,19,22,521,1218,7510
2019-06,515,Swan,Western Australia,101,154,13686,386,2118,54,914,2287,3677,7,6996,5978,12846,11031,1836,5220,424,1165,0,21819,31,60,44,11,12,607,1931,8690
2019-06,516,Tangney,Western Australia,26,49,12986,202,1805,46,537,4274,1605,0,4581,3536,8502,5974,1270,2143,125,508,5,17236,17,25,29,8,10,229,1105,3589
2019-06,601,Bass,Tasmania,61,72,14532,202,3230,56,1800,1395,4961,11,7542,6043,14692,8678,1526,4974,535,1420,11,26091,28,5,35,26,26,791,940,8208
2019-06,602,Braddon,Tasmania,59,155,16643,112,4293,72,2510,1255,6479,5,7748,6176,15077,7264,1490,4515,446,1380,16,30600,23,7,49,43,47,693,393,8023
2019-06,603,Clark,Tasmania,55,41,11180,274,2388,36,1105,1815,4951,0,5871,4760,10748,7326,1476,3506,295,1020,0,20671,28,19,14,17,17,583,1342,6860
2019-06,604,Franklin,Tasmania,30,53,13676,124,2846,43,1305,2034,4257,6,6562,5104,12727,5897,1251,2848,272,981,12,22581,28,0,20,26,29,450,610,5003
2019-06,605,Lyons,Tasmania,33,79,15594,98,4142,61,2299,1190,6342,5,8324,6419,16537,7168,1343,4293,491,1590,13,28931,43,5,45,41,51,574,336,6746
2019-06,701,Lingiari,Northern Territory,256,1519,4754,33,1775,47,1099,354,5292,0,11119,9537,21065,17603,209,11482,2127,2303,0,16215,13,6,22,0,6,1538,83,2679
2019-06,702,Solomon,Northern Territory,132,304,5175,98,1599,61,652,617,2740,7,5792,4999,11414,6228,363,3439,286,1257,5,11160,15,23,15,9,0,471,255,4333
2019-06,801,Bean,Australian Capital Territory,20,57,10445,115,2359,53,631,2445,2976,5,5421,4500,10521,4356,657,1900,193,944,5,16605,30,13,26,8,9,220,452,2749
2019-06,802,Canberra,Australian Capital Territory,48,39,6976,226,1251,23,337,2457,2729,5,2681,2271,4796,5528,1058,1671,102,414,0,11639,13,27,8,6,5,190,2033,3902
2019-06,803,Fenner,Australian Capital Territory,35,46,7523,150,2303,66,667,1485,2611,5,6627,5483,12847,5579,854,1944,272,976,5,13122,17,45,20,5,0,256,823,3349
