date,ced_code_2018,ced_name_2018,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Family Tax Benefit PART A Children,Health Care Card,Low Income Card,Newstart Allowance/Jobseeker Payment,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2019-12,106,Bradfield,New South Wales,9,15,8611,88,1301,30,313,5643,1339,5,3588,2640,6064,3251,325,974,68,202,0,11714,0,66,46,0,0,47,604,3073
2019-12,107,Calare,New South Wales,107,266,20110,113,4608,124,2262,2840,7252,5,9902,8069,20158,8804,728,5243,415,2332,0,35656,60,7,34,24,33,807,582,10283
2019-12,108,Chifley,New South Wales,44,272,14948,151,6500,209,3970,735,6564,14,15602,12783,32817,12001,805,6853,829,2963,6,33082,31,83,86,55,35,749,1161,10367
2019-12,109,Cook,New South Wales,12,24,14042,79,2410,59,749,4511,2270,0,4270,3381,7617,3108,297,1566,82,527,5,19443,20,17,27,10,5,102,360,3775
2019-12,110,Cowper,New South Wales,149,415,28579,179,6766,91,3450,3516,9461,12,12254,9817,23830,10825,988,7718,695,2466,11,50376,47,18,54,38,57,1109,669,18356
2019-12,111,Cunningham,New South Wales,103,85,18187,273,4415,69,1864,3200,6179,14,6784,5604,12764,8429,840,4571,333,1279,11,31048,24,11,50,29,23,582,1891,8668
2019-12,112,Dobell,New South Wales,59,145,21809,125,5368,111,2403,2303,6733,8,10707,8815,20605,8880,695,5533,366,2300,8,37462,52,12,48,31,37,810,530,12437
2019-12,113,Eden-Monaro,New South Wales,49,136,17570,92,3211,56,1345,2943,5178,0,7365,5801,14424,5754,646,3592,306,1342,8,28238,35,0,35,20,18,407,230,6986
2019-12,114,Farrer,New South Wales,63,208,22266,106,5046,104,2254,3206,6481,11,10928,8547,22343,9303,968,5738,389,2323,11,37595,47,18,42,31,35,754,555,11273
2019-12,115,Fowler,New South Wales,16,36,17637,180,9738,148,7352,927,6576,5,14825,11982,28853,13449,1006,9094,1398,1871,13,39807,27,269,170,42,21,498,2137,15287
2019-12,116,Gilmore,New South Wales,48,269,27760,142,5685,90,2821,4247,7320,7,9559,7470,18518,7902,898,5422,431,1883,9,44520,47,0,66,28,51,683,311,12365
2019-12,117,Grayndler,New South Wales,46,36,10288,260,2016,26,808,1975,3177,0,3122,2542,4941,4118,421,2706,72,391,0,16620,22,26,33,25,5,137,881,5640
2019-12,118,Greenway,New South Wales,30,65,12097,108,3678,114,1655,1501,3466,0,9638,7460,18562,7326,614,3422,390,1177,5,21039,22,101,77,18,11,347,837,6948
2019-12,119,Hughes,New South Wales,18,19,12695,73,2707,105,844,3253,2126,0,4771,3715,9048,3631,329,1423,128,603,5,18005,11,16,41,5,0,124,424,3036
2019-12,120,Hume,New South Wales,22,78,15805,79,4221,132,1617,2469,3925,5,8208,6559,16806,6083,514,3003,260,1507,0,25517,26,8,32,20,22,302,386,6166
2019-12,121,Hunter,New South Wales,73,217,20800,124,5483,119,2716,2478,7431,5,10107,8511,20021,8647,780,5480,371,2473,16,37484,36,10,40,35,45,834,476,11441
2019-12,122,Kingsford Smith,New South Wales,80,59,13569,175,2816,49,1154,2974,3899,0,4700,3813,7921,4681,402,2439,126,633,5,21240,22,29,54,13,5,155,936,4969
2019-12,123,Lindsay,New South Wales,57,159,14710,147,4942,209,2252,1425,5458,7,11939,10000,23601,9021,688,4854,394,2613,5,28543,45,31,32,30,16,631,660,10607
2019-12,124,Lyne,New South Wales,69,268,30037,95,6338,84,3246,3948,8065,5,9622,7593,19154,8623,963,6313,435,1981,15,48507,40,0,48,48,65,823,346,13166
2019-12,125,Macarthur,New South Wales,66,174,14247,150,6711,178,3474,1206,5859,8,14553,12057,29813,10893,697,5165,766,2703,5,30083,41,47,83,29,27,652,900,9707
2019-12,126,Mackellar,New South Wales,6,7,12806,81,1597,45,403,5099,1814,0,3816,2934,6733,2736,222,1240,62,367,5,16950,16,0,20,5,0,64,338,3673
2019-12,127,Macquarie,New South Wales,36,74,15356,127,3195,98,1208,2891,3888,0,6808,5380,13111,5496,557,2977,222,1197,5,24196,34,0,39,11,19,322,475,6987
2019-12,128,McMahon,New South Wales,26,32,17072,174,9248,169,6893,1359,5651,5,13915,11186,29057,12339,802,7620,1560,1629,11,36356,26,272,109,54,31,541,1654,14091
2019-12,129,Mitchell,New South Wales,14,9,11732,101,2335,46,719,4071,1885,0,5590,4081,10534,4302,443,1318,138,467,0,16423,10,69,66,5,8,98,651,3613
2019-12,130,New England,New South Wales,170,498,20840,98,4495,106,2381,2855,7133,5,10814,8635,22030,11032,876,6520,500,2491,16,36884,39,8,32,48,42,1124,908,12932
2019-12,131,Newcastle,New South Wales,120,128,15805,323,3621,68,1547,2465,7378,5,6911,5742,12382,9164,893,5239,272,1275,5,29667,33,10,36,19,22,740,1967,10306
2019-12,132,North Sydney,New South Wales,5,40,7832,87,1024,15,287,4057,1640,5,2657,2083,4221,2486,231,1077,42,202,0,11049,0,29,34,5,5,35,463,4118
2019-12,133,Page,New South Wales,98,281,25371,239,5996,121,3203,3134,9709,11,12288,9653,24092,10411,1089,7800,567,2307,9,47073,53,16,59,45,64,1106,496,14421
2019-12,134,Parkes,New South Wales,202,917,18478,45,4688,99,2535,2058,7405,10,11172,9394,23041,11407,539,7447,415,3368,6,35620,33,7,37,36,42,1258,230,10708
2019-12,135,Parramatta,New South Wales,25,40,13069,217,4282,92,2529,1973,5176,5,10988,8589,20474,9259,783,4634,698,1035,10,25241,18,302,110,63,18,282,1343,9309
2019-12,136,Paterson,New South Wales,65,202,22057,116,6191,126,2923,2371,7647,5,11160,9360,21942,9461,839,5702,437,2538,10,39408,47,8,53,37,58,941,459,14756
2019-12,137,Reid,New South Wales,16,16,12081,171,2468,41,911,3124,2258,5,5487,4129,9098,4944,457,2205,201,396,0,17425,12,84,70,22,6,105,888,5000
2019-12,138,Richmond,New South Wales,78,144,24546,358,4665,48,2184,3501,7386,5,10551,8311,19079,8953,959,6339,439,1717,14,41067,71,17,60,25,34,614,533,14811
2019-12,139,Riverina,New South Wales,85,281,20075,102,4646,102,2207,3060,6580,6,10229,8042,21366,9425,761,5317,433,2169,7,34694,32,12,26,32,27,797,784,9337
2019-12,140,Robertson,New South Wales,57,65,21025,137,3817,82,1536,3187,5149,5,7436,6015,13741,6396,584,4060,215,1339,0,32281,30,5,43,11,19,471,498,10057
2019-12,141,Shortland,New South Wales,53,141,22499,108,4900,89,2123,2828,6068,9,7946,6542,14878,6859,698,4161,251,1642,9,35713,41,0,41,33,36,633,478,9837
2019-12,142,Sydney,New South Wales,111,81,8164,322,1514,13,854,1426,5222,0,2796,2394,4400,5121,490,3898,86,461,0,17167,18,90,63,9,5,176,1130,5490
2019-12,143,Warringah,New South Wales,0,10,7741,67,998,26,268,4041,1397,0,2532,2008,4176,2064,174,1023,38,230,0,10743,8,10,18,5,0,62,334,3155
2019-12,144,Watson,New South Wales,17,17,17059,243,6392,125,3874,1696,5068,5,12938,10220,26830,11539,851,4943,1407,1119,17,31057,12,286,136,89,33,280,1882,10670
2019-12,145,Wentworth,New South Wales,7,20,6461,110,901,16,283,2801,1386,5,1850,1495,3052,2096,163,1081,32,172,0,9160,9,7,11,0,5,39,400,2888
2019-12,146,Werriwa,New South Wales,34,89,13849,127,8563,183,5859,877,6166,6,15272,12263,32686,12054,843,6427,1247,2150,10,32655,37,127,88,55,26,472,1710,9947
2019-12,147,Whitlam,New South Wales,39,155,21910,100,5676,88,2578,2881,6520,7,9302,7561,18079,7268,720,4512,350,1845,10,36702,35,8,51,28,21,656,561,8870
2019-12,201,Aston,Victoria,10,7,16489,153,3589,72,1170,2550,3964,8,7815,5958,14003,7680,1883,3068,206,946,8,25436,22,34,55,15,10,247,912,5351
2019-12,202,Ballarat,Victoria,19,30,18926,210,4786,103,2200,2346,6968,7,10065,8107,19316,10477,2371,5355,390,1930,8,34067,50,16,49,24,23,736,1037,10229
2019-12,203,Bendigo,Victoria,35,35,19516,189,4624,95,2035,2680,6747,7,9786,7791,18850,9635,1972,5084,381,1809,7,34504,46,0,41,23,38,653,1083,9448
2019-12,204,Bruce,Victoria,10,14,19669,194,6066,92,3334,1330,7640,24,14088,11187,26883,13756,2381,6893,987,1675,24,37573,43,299,93,39,24,562,1803,11405
2019-12,205,Calwell,Victoria,13,22,13871,233,9846,195,6803,879,6981,9,17622,14208,36938,17212,2053,8377,1935,1888,7,34508,45,137,83,48,35,801,1956,11048
2019-12,206,Casey,Victoria,7,18,15808,176,3491,84,1060,2451,4309,5,8140,6230,15548,7370,1766,3223,227,1063,5,25233,35,6,51,9,13,324,585,5243
2019-12,207,Chisholm,Victoria,17,12,16023,218,2982,40,890,4903,3399,5,5773,4258,9669,7746,1993,2336,165,424,7,23403,12,79,82,7,0,199,1517,5318
2019-12,208,Cooper,Victoria,32,24,15307,542,4374,66,1647,1826,5400,5,5917,4675,10187,8719,1819,4340,255,720,0,26088,28,52,35,45,14,295,1614,7531
2019-12,209,Corangamite,Victoria,13,23,18256,165,3544,99,1310,3658,3505,8,7438,5694,14521,7591,1956,2867,184,1043,5,26999,33,8,39,6,13,295,1090,6273
2019-12,210,Corio,Victoria,24,28,17926,211,4811,125,2165,2308,6913,9,8868,7402,16534,9894,1960,5584,389,1745,11,32947,40,51,55,12,23,674,1049,10164
2019-12,211,Deakin,Victoria,0,9,15930,155,3047,70,921,3711,4065,0,7116,5502,12766,7570,1791,3026,329,751,0,24559,19,32,39,5,7,257,875,6029
2019-12,212,Dunkley,Victoria,17,12,16153,194,3992,98,1568,2164,5474,6,9262,7608,16985,8325,1643,4627,252,1677,5,28699,48,23,39,14,10,453,736,9261
2019-12,213,Flinders,Victoria,10,16,22501,106,3713,68,1350,4272,4499,5,7528,5970,13987,6496,1605,3463,171,1259,5,33057,42,7,31,11,15,291,411,7648
2019-12,214,Fraser,Victoria,12,7,18432,299,7095,113,3438,1273,5653,14,12493,10175,23611,14385,2564,7856,825,1729,18,34419,40,158,106,69,41,480,1875,9449
2019-12,215,Gellibrand,Victoria,7,11,12890,273,4088,60,1614,1679,3753,0,7987,6449,15110,9121,1799,4251,395,1005,5,22253,30,36,57,26,14,298,1097,6849
2019-12,216,Gippsland,Victoria,29,71,22832,142,5289,109,2620,2865,7710,8,9882,8011,19530,11189,2500,6752,467,2063,7,40143,35,27,58,30,42,808,456,10045
2019-12,217,Goldstein,Victoria,6,8,10887,143,2006,23,528,4468,2427,5,3110,2418,5158,3962,877,1594,62,302,0,15791,9,11,29,0,5,82,670,3346
2019-12,218,Gorton,Victoria,23,16,12440,193,6792,158,3185,811,5131,22,16033,12837,32891,14179,2017,6090,913,2441,10,27204,37,77,79,52,43,642,1352,9727
2019-12,219,Higgins,Victoria,12,8,9323,215,1828,16,502,3508,2488,5,2605,2096,4193,4371,919,1751,56,297,5,14095,15,27,28,9,0,99,1023,3992
2019-12,220,Holt,Victoria,0,10,11274,169,4851,94,2302,863,4507,18,16507,12799,33756,12779,1993,4745,960,1965,6,23542,55,83,62,11,11,578,1373,8489
2019-12,221,Hotham,Victoria,27,7,18921,201,4188,57,1539,3273,3611,5,6928,5154,12160,8426,1947,2898,238,564,10,27422,17,92,75,38,12,183,1711,5859
2019-12,222,Indi,Victoria,22,29,21121,114,4413,80,1917,3167,5760,15,9310,7104,18337,8102,1556,4554,319,1534,9,34200,40,6,57,25,34,524,435,7647
2019-12,223,Isaacs,Victoria,10,8,15611,148,3230,78,1129,2802,3741,5,6438,5000,11542,6611,1415,2918,229,697,5,23696,22,73,30,12,12,196,820,6144
2019-12,224,Jagajaga,Victoria,13,6,13511,183,3258,61,997,3492,3577,0,5235,4163,9556,6544,1645,2633,161,615,0,21050,21,27,38,15,5,171,1048,4669
2019-12,225,Kooyong,Victoria,10,5,8084,242,1498,30,334,4820,1862,0,2663,1947,4401,4619,1065,1204,45,194,5,11809,8,23,24,5,5,72,1326,3576
2019-12,226,La Trobe,Victoria,18,9,12883,143,4145,102,1510,1540,3492,9,12495,9776,24771,9726,1790,3542,512,1869,5,22739,36,48,55,11,6,389,889,7725
2019-12,227,Lalor,Victoria,15,33,10567,200,5012,112,2186,1025,3938,19,17712,14317,36116,14580,1982,5418,1085,2139,7,22383,50,56,59,20,22,581,1301,10636
2019-12,228,Macnamara,Victoria,27,12,8331,281,1667,13,576,2793,3957,0,3281,2731,5884,5199,910,3024,125,389,5,15370,28,25,35,7,5,136,914,5882
2019-12,229,Mallee,Victoria,37,123,23606,100,5527,88,2790,2941,8447,11,10757,8287,21761,10750,1985,6379,511,2002,13,41313,47,28,62,28,47,757,508,9381
2019-12,230,Maribyrnong,Victoria,18,8,14412,307,3890,49,1325,2583,3516,0,5360,4231,9341,7853,1684,3634,246,697,6,22569,30,72,55,24,5,237,1356,5394
2019-12,231,McEwen,Victoria,17,8,12483,139,4188,114,1446,1830,3218,0,9483,7476,18575,7996,1700,3007,284,1490,0,21065,32,18,34,10,13,327,596,5713
2019-12,232,Melbourne,Victoria,92,19,7191,544,1679,34,828,1696,4154,5,3875,3390,6971,8678,1512,4467,281,755,0,15672,6,68,48,8,6,264,2281,5716
2019-12,233,Menzies,Victoria,0,6,14609,122,3070,50,822,5360,2122,0,5102,3738,8931,5989,1600,1861,142,353,5,20012,18,58,39,9,5,99,811,3487
2019-12,234,Monash,Victoria,17,23,22568,142,4612,109,1981,3625,6101,5,9758,7534,19588,9168,2246,5249,335,1678,11,36767,50,10,52,26,32,473,447,8784
2019-12,235,Nicholls,Victoria,43,75,21797,102,5526,82,2603,2805,7128,10,10938,8593,22275,10389,1808,6110,517,2110,6,38337,62,50,31,34,46,698,597,10514
2019-12,236,Scullin,Victoria,14,25,16078,191,6956,102,3227,1124,5505,5,11864,9306,22697,11003,1798,5025,776,1297,14,29740,39,150,57,56,36,440,1431,7905
2019-12,237,Wannon,Victoria,22,55,21034,91,4557,104,2046,3208,6912,13,9465,7112,19032,9340,2483,5376,369,1578,5,36166,35,7,53,31,40,640,511,7715
2019-12,238,Wills,Victoria,35,12,14876,484,4813,63,1969,1510,4476,0,6419,5125,11957,9193,1821,3950,437,683,7,24692,24,60,32,53,23,287,1707,7335
2019-12,301,Blair,Queensland,84,291,15988,227,5904,109,2852,1463,8264,13,15699,13247,32796,12842,1147,7339,770,3547,6,35668,61,16,46,31,46,1380,716,16488
2019-12,302,Bonner,Queensland,71,73,13937,154,2839,45,1017,2818,3287,0,7003,5530,12685,6514,809,3164,219,916,0,21802,28,25,30,18,13,405,893,6845
2019-12,303,Bowman,Queensland,35,76,18958,121,4057,56,1552,2791,4311,0,8042,6450,15498,6865,799,3914,233,1341,0,29406,49,15,50,19,34,478,492,8156
2019-12,304,Brisbane,Queensland,88,42,7175,418,1167,21,357,2193,3992,5,3475,2926,5340,6715,711,3821,94,502,0,14365,33,21,23,0,5,348,1708,9114
2019-12,305,Capricornia,Queensland,71,241,14650,106,3582,73,1540,2018,4780,0,8256,6991,16630,8055,732,5281,329,2019,7,26390,54,11,39,17,28,786,292,8870
2019-12,306,Dawson,Queensland,42,267,14524,104,3513,58,1570,2409,4363,0,8405,7077,16636,7759,652,5191,341,1992,5,25998,54,9,52,23,29,679,318,9107
2019-12,307,Dickson,Queensland,29,70,12750,154,3638,77,1297,2290,3290,7,8202,6531,15812,7097,766,3525,300,1297,6,21532,28,7,46,12,15,598,531,6893
2019-12,308,Fadden,Queensland,61,64,19518,344,4814,85,2104,2568,4760,5,12904,10570,24283,11233,1014,5589,525,2223,5,32479,51,38,61,22,8,660,1259,16158
2019-12,309,Fairfax,Queensland,39,56,19958,285,3877,70,1579,3416,4894,6,9855,7641,18097,8403,1028,4789,347,1401,6,31692,46,12,58,12,22,634,721,11081
2019-12,310,Fisher,Queensland,45,60,21706,318,4424,77,1746,3716,4818,10,9536,7418,17933,8573,1018,4568,326,1487,8,33640,39,15,64,19,26,636,973,11027
2019-12,311,Flynn,Queensland,73,327,14478,114,4523,88,2325,1834,5623,6,9912,8372,20628,10217,958,6984,543,2581,6,29272,50,9,34,33,49,976,235,9424
2019-12,312,Forde,Queensland,61,120,16704,219,5512,110,2584,1232,6001,0,15386,12688,31204,12344,965,6346,715,3051,5,32506,59,42,42,19,30,1032,833,16701
2019-12,313,Griffith,Queensland,62,40,8382,385,1598,30,570,2041,3465,5,4507,3741,7283,6984,814,3573,130,682,0,15436,25,35,17,6,8,374,1673,7309
2019-12,314,Groom,Queensland,74,250,17134,200,3817,88,1656,2825,5657,7,10302,8327,21670,9668,1023,5160,616,2068,0,29986,31,12,38,29,37,1016,637,11836
2019-12,315,Herbert,Queensland,212,602,13094,192,4154,96,2021,1620,5291,6,11542,9959,23257,12088,935,7174,542,2959,0,27317,37,13,45,16,23,1173,1077,12344
2019-12,316,Hinkler,Queensland,55,201,29094,175,7852,83,4134,2686,8284,8,11053,8956,21910,10973,1400,7648,599,2315,17,49269,59,6,60,60,64,1158,409,15669
2019-12,317,Kennedy,Queensland,208,1027,18456,67,4224,71,2251,2701,5859,12,12359,10222,26045,12459,687,8678,750,3056,5,34053,55,17,32,31,43,1148,232,10399
2019-12,318,Leichhardt,Queensland,326,1455,14440,204,3321,50,1736,1844,5468,6,13266,11083,25641,15101,730,9716,896,3126,5,28738,39,8,35,19,8,1194,578,12160
2019-12,319,Lilley,Queensland,54,90,14495,199,2694,62,1011,2628,4283,5,6984,5715,12256,6879,832,3936,251,1128,0,23945,35,37,58,8,6,477,851,8040
2019-12,320,Longman,Queensland,54,158,22354,221,6682,124,3156,2137,7071,11,13469,11112,27239,11692,1225,6975,606,2886,17,40695,59,19,47,27,58,1175,620,16482
2019-12,321,Maranoa,Queensland,62,346,19765,72,4997,74,2634,2701,7333,0,10847,8533,22939,9461,934,5707,553,2293,7,36056,48,0,67,41,55,881,256,10219
2019-12,322,McPherson,Queensland,45,47,17827,326,3452,79,1362,2634,3723,8,9003,6990,15950,7646,753,3943,233,1224,5,27378,34,12,43,17,13,389,991,9401
2019-12,323,Moncrieff,Queensland,82,44,19330,350,3600,56,1650,2969,4817,7,8951,7233,15122,9223,817,5899,317,1388,5,31346,52,26,47,17,16,571,1217,13630
2019-12,324,Moreton,Queensland,71,54,11473,282,2476,40,1050,2777,3769,0,7925,6252,14797,9133,1010,4301,458,951,0,20219,26,111,43,10,8,507,1828,8364
2019-12,325,Oxley,Queensland,63,136,12295,209,4223,104,2131,1442,5150,21,14185,11598,29316,12304,1028,6199,836,2402,0,26096,51,79,49,19,22,924,1272,11288
2019-12,326,Petrie,Queensland,54,124,19833,175,4848,83,2078,2423,5991,7,12520,10235,24083,9881,979,5606,467,2299,5,34495,50,18,57,19,26,888,623,14352
2019-12,327,Rankin,Queensland,71,205,13840,204,4818,124,2609,1123,6200,21,17322,14122,36274,14966,1168,7732,1104,2994,8,30355,55,147,57,30,44,1301,1179,14373
2019-12,328,Ryan,Queensland,47,29,8776,271,1817,42,445,3779,1989,5,4339,3453,7816,6237,740,2084,109,437,5,13509,20,19,21,0,0,295,1846,5051
2019-12,329,Wide Bay,Queensland,32,185,23897,179,6285,46,3476,3113,8757,0,10300,8159,20099,9605,1166,6906,568,1911,16,43311,45,14,76,41,56,1006,365,12030
2019-12,330,Wright,Queensland,31,120,16313,205,5087,111,2336,1916,5279,14,11556,8998,24175,9474,905,5029,521,2091,9,29690,57,23,34,28,52,667,703,9694
2019-12,401,Adelaide,South Australia,99,57,16326,405,4057,62,1801,2290,7031,5,8346,6627,14914,10858,1223,6423,456,1071,5,30602,32,154,53,27,15,539,2198,11245
2019-12,402,Barker,South Australia,50,86,23714,94,4858,97,2316,3096,7085,9,11185,8579,22296,9833,1217,6896,562,1872,10,40031,40,10,45,35,50,766,465,9724
2019-12,403,Boothby,South Australia,61,32,21101,315,3282,66,1176,4081,5332,7,6497,5216,11136,7987,1118,4360,259,882,7,32111,30,47,33,21,17,423,1541,9090
2019-12,404,Grey,South Australia,102,248,24426,84,5968,104,3008,2481,8635,5,11141,9003,22314,12420,1272,9602,693,2358,15,44295,54,13,45,34,61,1152,393,9099
2019-12,405,Hindmarsh,South Australia,64,64,21980,256,5039,73,2162,2678,6376,7,8148,6492,14427,8851,1091,6058,334,1273,9,36328,51,40,33,44,30,574,1179,9106
2019-12,406,Kingston,South Australia,46,47,21132,282,5146,146,2313,1581,6336,0,11380,9041,21056,10561,1373,6636,459,1935,13,36482,59,18,45,27,36,853,1028,9112
2019-12,407,Makin,South Australia,40,49,21753,218,5051,138,2163,1628,5501,12,11352,8772,21546,10138,1160,5695,594,1533,11,35257,34,37,42,25,34,630,1265,7314
2019-12,408,Mayo,South Australia,16,27,23800,187,4052,79,1600,3841,4805,6,8947,6746,17259,7648,1104,4572,365,1176,7,35305,37,5,54,24,37,474,611,8307
2019-12,409,Spence,South Australia,86,106,18869,243,8201,248,4418,718,10380,42,18338,15313,36877,17793,1667,12077,1453,3843,11,45561,67,78,70,57,68,1602,1512,16522
2019-12,410,Sturt,South Australia,36,31,20694,281,3527,54,1134,4290,4675,0,7360,5577,12801,7276,890,3659,245,742,6,30522,25,42,38,21,23,319,1241,8287
2019-12,501,Brand,Western Australia,39,110,15025,184,3742,115,1584,1245,4085,8,11998,10376,23789,11191,1122,6966,475,2772,5,27296,47,17,36,26,28,953,621,10600
2019-12,502,Burt,Western Australia,57,164,14550,188,3537,103,1570,1258,3888,7,13069,10920,26145,13160,1324,7476,723,2384,0,26158,51,52,42,26,30,1084,997,9866
2019-12,503,Canning,Western Australia,30,100,21072,124,3753,85,1571,2886,4063,9,8803,7499,17417,9021,1108,5921,393,2077,5,32399,34,19,50,23,35,767,469,9943
2019-12,504,Cowan,Western Australia,32,94,13569,167,2988,89,1293,1280,3244,9,9780,7787,19496,10024,1213,5499,582,1536,7,22527,25,43,44,30,33,644,964,6624
2019-12,505,Curtin,Western Australia,99,34,9224,225,1147,24,325,4411,2201,5,2880,2408,4814,4504,583,2026,80,408,0,13556,16,17,14,5,5,157,1014,3839
2019-12,506,Durack,Western Australia,158,1151,11237,45,2731,59,1528,1370,5181,10,10802,9549,21801,13609,549,9722,966,3187,5,24514,29,10,17,17,21,1323,140,5710
2019-12,507,Forrest,Western Australia,23,110,17631,121,3038,68,1322,3210,3834,5,9432,7799,18101,8706,1252,5562,406,1868,6,28254,37,17,31,19,12,719,303,8638
2019-12,508,Fremantle,Western Australia,51,96,13750,264,2596,81,959,2164,3582,7,6786,5727,12220,8174,976,5055,226,1289,0,22437,30,18,29,24,26,548,890,6482
2019-12,509,Hasluck,Western Australia,40,134,15145,143,2606,55,1063,2190,3266,8,8027,6796,15652,8822,954,5330,402,1497,5,23734,50,28,36,22,26,679,584,6953
2019-12,510,Moore,Western Australia,7,22,12563,171,1992,44,548,2941,1798,0,4738,3808,8760,5378,836,2639,104,717,5,17423,23,8,19,8,12,264,672,3731
2019-12,511,O'Connor,Western Australia,69,333,16426,70,3081,57,1483,2974,5023,7,9219,7550,18747,9108,864,6432,484,1869,12,28307,42,13,44,31,47,684,217,6929
2019-12,512,Pearce,Western Australia,40,192,14477,184,3658,119,1565,1919,3787,15,13723,11421,27283,11628,1117,6234,538,2753,5,26013,56,28,40,14,21,906,756,8740
2019-12,513,Perth,Western Australia,45,46,13417,291,1836,27,726,2190,3398,5,5113,4239,8943,8081,1021,5038,235,857,5,20725,34,53,36,27,7,426,1011,7422
2019-12,514,Stirling,Western Australia,32,71,15368,213,2600,55,1103,3126,3612,9,7517,6296,13636,9104,1017,5429,535,1294,8,24228,42,55,43,19,21,518,953,7555
2019-12,515,Swan,Western Australia,83,126,13638,263,2050,52,928,2282,3696,7,6901,5832,12620,10057,1166,5596,389,1156,0,21964,39,52,44,11,10,663,1558,8749
2019-12,516,Tangney,Western Australia,26,44,12946,147,1729,47,553,4343,1626,5,4456,3441,8184,5292,780,2231,130,502,5,17319,16,21,29,7,10,205,867,3563
2019-12,601,Bass,Tasmania,42,48,14428,162,3248,57,1816,1400,5033,11,7492,5997,14466,8043,1160,5248,503,1407,10,26250,23,5,36,26,26,815,651,8095
2019-12,602,Braddon,Tasmania,59,132,16512,100,4269,67,2567,1270,6552,5,7692,6187,14922,6940,1250,4734,394,1364,17,30743,33,9,45,40,44,744,285,8172
2019-12,603,Clark,Tasmania,39,42,11014,214,2351,27,1073,1833,4957,0,5686,4664,10364,6584,981,3698,262,978,5,20538,21,21,12,17,16,575,1002,6671
2019-12,604,Franklin,Tasmania,23,41,13534,103,2811,44,1299,2043,4281,6,6422,5048,12341,5558,982,2943,254,996,10,22514,27,6,18,26,27,491,421,5010
2019-12,605,Lyons,Tasmania,33,64,15488,67,4141,57,2338,1172,6385,0,8306,6480,16393,7053,1132,4520,458,1589,13,29121,39,0,48,37,50,649,292,6896
2019-12,701,Lingiari,Northern Territory,253,1065,4687,30,1753,45,1118,348,5288,5,10899,9361,20508,17442,154,12603,2072,2311,0,16260,16,0,23,5,6,1666,69,2667
2019-12,702,Solomon,Northern Territory,112,255,5152,99,1584,52,675,604,2805,6,5743,5010,11278,6038,245,3853,299,1263,5,11358,19,22,15,8,5,526,197,4436
2019-12,801,Bean,Australian Capital Territory,11,40,10401,88,2288,48,632,2482,3018,5,5215,4316,10058,4047,446,1994,171,920,5,16593,29,16,23,8,9,241,320,2781
2019-12,802,Canberra,Australian Capital Territory,50,38,6860,167,1218,18,347,2500,2748,5,2562,2157,4575,4509,507,1804,94,396,0,11564,10,24,8,6,5,185,1440,3417
2019-12,803,Fenner,Australian Capital Territory,26,39,7494,104,2230,59,670,1491,2662,5,6391,5248,12258,5115,534,2068,242,960,5,13229,11,41,19,5,5,258,612,3282
2020-03,101,Banks,New South Wales,14,27,16177,128,4002,67,1968,3032,3681,5,7156,5522,13276,7820,650,3227,350,753,6,25375,17,119,93,0,0,181,1157,5867
2020-03,102,Barton,New South Wales,21,28,17173,188,4393,59,2051,2561,3680,5,7374,5690,13160,8796,676,3334,372,713,8,26189,19,105,94,0,0,174,1329,6905
2020-03,103,Bennelong,New South Wales,52,15,12747,199,2416,37,959,4057,2835,0,5951,4471,9990,7165,699,2336,186,405,5,19047,9,127,73,0,0,111,1470,6833
2020-03,104,Berowra,New South Wales,5,13,11095,92,1801,51,479,4810,1859,5,3691,2608,6943,4378,400,1255,79,285,0,15174,10,32,39,0,0,72,671,3080
2020-03,105,Blaxland,New South Wales,12,26,15910,283,7492,169,5411,1363,5997,6,15555,12780,33375,17044,919,7018,1873,1728,12,33884,29,268,87,0,0,400,2747,11791
2020-03,106,Bradfield,New South Wales,9,22,8620,119,1300,30,320,5617,1336,5,3533,2613,5941,4372,389,1122,68,200,0,11723,6,63,43,0,0,48,769,3140
2020-03,107,Calare,New South Wales,110,314,20231,134,4639,113,2305,2849,7198,5,9791,8042,19722,10347,782,5631,405,2391,0,35763,46,9,25,0,0,909,750,10445
2020-03,108,Chifley,New South Wales,48,324,15105,179,6515,195,4018,751,6540,13,15367,12767,31938,14207,805,7355,831,2973,6,33155,36,94,76,0,0,861,1452,10487
2020-03,109,Cook,New South Wales,12,29,14056,92,2428,53,766,4554,2287,0,4197,3365,7436,4615,332,1828,79,540,0,19531,9,18,26,0,0,101,467,3853
2020-03,110,Cowper,New South Wales,154,517,28745,236,6798,86,3518,3562,9388,13,12044,9686,23299,13469,1081,8409,698,2514,8,50476,40,24,46,0,0,1255,896,18659
